name,sic,cityba,afs,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockValue,IncomeTaxExpenseBenefit,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,OperatingIncomeLoss,PropertyPlantAndEquipmentNet,RetainedEarningsAccumulatedDeficit,StockholdersEquity
qell acquisition corp,6770,redwood city,4,380471466.0,815416.0,337744.0,-1686079.0,,,,50154597.0,380471466.0,5336097.0,,,-1686079.0,-401743.0,-6846054.0,,-11806838.0,5000009.0
pine island acquisition corp.,6770,fort lauderdale,4,219154735.0,714986.0,84497.0,,,,,22235936.0,219154735.0,647376.0,-27880.0,,-291498.0,2124461.0,-965755.0,,3960485.0,5000009.0
eucrates biomedical acquisition corp.,6770,new york,4,105562353.0,746231.0,,-168033.0,0.0,7299744.0,,7455099.0,105562353.0,,,,-168033.0,630591.0,-124425.0,,-2299743.0,5000001.0
property solutions acquisition corp. ii,6770,new york,4,318571634.0,1555323.0,1176756.0,1011756.0,,321.0,,21431159.0,318571634.0,493111.0,318549336.0,-317000000.0,-537580.0,-2899681.0,-306377.0,,-3297553.0,5000001.0
bio-en holdings corp.,2050,monsey,4,19683.0,19683.0,19683.0,,0.0001,7735.0,,474473.0,19683.0,474473.0,0.0,,-7973.0,1360.0,13640.0,,-815206.0,-454790.0
"american education center, inc.",8200,new york,4,,783327.0,541844.0,-369814.0,0.001,60138.0,-38347.0,4205988.0,2403680.0,2835922.0,-154880.0,-734.0,-217696.0,-175181.0,-655542.0,6320.0,-9152399.0,-1843356.0
"nexgel, inc.",3841,langhorne,4,4110000.0,909000.0,382000.0,,0.001,104000.0,0.0,3841000.0,4110000.0,1770000.0,1650000.0,-267000.0,-1033000.0,-826000.0,-1073000.0,771000.0,-4032000.0,269000.0
rmg acquisition corp. iii,6770,miami beach,4,484399219.0,1365228.0,456871.0,456871.0,,,,39746028.0,484399219.0,245578.0,485409010.0,-483000000.0,-1952139.0,1728487.0,-1229615.0,,-485229.0,5000001.0
greencity acquisition corp,6770,pudong district,4,40933952.0,316464.0,,-201742.0,0.0001,202.0,,3079800.0,40933952.0,539800.0,-30782.0,4663.0,-170960.0,95774.0,-321462.0,,-1279445.0,5000001.0
social capital hedosophia holdings corp. iv,6770,palo alto,4,460627142.0,594497.0,41389.0,,,,0.0,57355230.0,460627142.0,1160230.0,4695.0,,-671760.0,-105663.0,-1938159.0,,-20077158.0,5000002.0
poema global holdings corp.,6770,grand cayman,4,346418802.0,1098583.0,624914.0,624914.0,,,,32679097.0,346418802.0,257116.0,346879180.0,-345000000.0,-1254266.0,13999728.0,-682492.0,,4998779.0,5000005.0
cc neuberger principal holdings ii,6770,new york,4,829343541.0,917380.0,433000.0,,,,,97030042.0,829343541.0,273729.0,,,-304697.0,-7800091.0,-1094544.0,,-22236994.0,5000009.0
aries i acquisition corp.,6770,grand cayman,4,146821593.0,1633223.0,1280346.0,1280346.0,,,,19822995.0,146821593.0,152245.0,147059503.0,-145187500.0,-591657.0,-3120161.0,-616380.0,,-3132572.0,5000008.0
horizon acquisition corp ii,6770,greenwich,4,525891014.0,872186.0,511547.0,-311645.0,,,,43243002.0,525891014.0,2486002.0,,,-311645.0,19085095.0,-2733504.0,,-42353301.0,-42351988.0
social capital hedosophia holdings corp. vi,6770,palo alto,4,1150763572.0,681959.0,23081.0,,,,0.0,124367312.0,1150763572.0,2232312.0,317797.0,,-661025.0,20536286.0,-2599244.0,,-28507833.0,5000010.0
crown proptech acquisitions,6770,grand cayman,4,277060270.0,1056398.0,622416.0,549866.0,,,,21489860.0,277060270.0,174927.0,277596466.0,-276000000.0,-1046600.0,-1472297.0,-607545.0,,4999065.0,5000010.0
"alfi, inc.",7370,miami beach,4,27299578.0,22109014.0,19693653.0,,0.0001,1604.0,0.0,982230.0,27299578.0,982230.0,27485951.0,-51701.0,-7748932.0,-4692471.0,,150519.0,-11363756.0,26317348.0
"digital brands group, inc.",5600,vernon,4,34016332.0,6443756.0,4075921.0,,,1104.0,-1100120.0,29142839.0,34016332.0,21599735.0,10600928.0,-505056.0,-6595937.0,-10697498.0,-10841923.0,119817.0,-47067430.0,4873493.0
"kubient, inc.",7373,new york,4,33737675.0,31117794.0,30462437.0,5680309.0,0.0,143.0,,1965998.0,33737675.0,1888661.0,9785210.0,-1124253.0,-2980648.0,-1703005.0,-3559304.0,23259.0,-19788694.0,31771677.0
"evolv technologies holdings, inc.",3577,houston,4,172934000.0,326000.0,181000.0,-1147000.0,,,0.0,38868000.0,172934000.0,7706000.0,,,-1147000.0,-7626000.0,-8132000.0,,-23620000.0,5000000.0
"acura pharmaceuticals, inc",2834,palatine,4,1896000.0,1309000.0,,,0.01,651000.0,0.0,1514000.0,1896000.0,1110000.0,261000.0,,-507000.0,-646000.0,-446000.0,461000.0,-389850000.0,382000.0
pwp forward acquisition corp. i,6770,new york,4,213062635.0,1424665.0,1028218.0,735039.0,,,,17638879.0,213062635.0,299122.0,213195158.0,-211634330.0,-825789.0,1797737.0,-1114207.0,,1081288.0,5000006.0
agile growth corp.,6770,newton,4,312033935.0,2028501.0,1216286.0,1216286.0,,,,26735359.0,312033935.0,178689.0,312553109.0,-310000000.0,-1336823.0,-5398351.0,-442980.0,,-2002219.0,5000003.0
senmiao technology ltd,6199,"chengdu, sichuan",4,22752476.0,10732259.0,4037518.0,-410557.0,0.0001,5536.0,0.0,25292776.0,22752476.0,22816635.0,5322162.0,-2074174.0,-3635459.0,-6248615.0,-5822358.0,5574939.0,-40313536.0,1877199.0
atlantic coastal acquisition corp.,6770,new york,4,346158968.0,1146998.0,282415.0,282415.0,,,,28595907.0,346158968.0,1001573.0,346660896.0,-345000000.0,-1378481.0,-3798540.0,-1930865.0,,-4454895.0,5000003.0
dfp healthcare acquisitions corp.,8011,new york,4,230754006.0,747181.0,600000.0,,,,,25224557.0,230754006.0,2518387.0,231509636.0,300000.0,-596256.0,-435441.0,-2873117.0,,-8777645.0,5000009.0
"summer infant, inc.",3990,woonsocket,4,76187000.0,43719000.0,457000.0,-53000.0,0.0009,2000.0,149000.0,69109000.0,76187000.0,31011000.0,-3095000.0,-472000.0,3481000.0,,521000.0,4304000.0,-68575000.0,7078000.0
tailwind international acquisition corp.,6770,new york,4,347067289.0,2042613.0,1450592.0,1450592.0,,,,29134108.0,347067289.0,170442.0,347223851.0,-345000000.0,-773259.0,-5197686.0,-351680.0,,-198811.0,5000001.0
tailwind two acquisition corp.,6770,new york,4,349113444.0,4078943.0,3408808.0,3408808.0,,,,31431999.0,349113444.0,56999.0,349285678.0,-345000000.0,-876870.0,-5768182.0,-240642.0,,-1247583.0,5000005.0
artisan acquisition corp.,6770,grand cayman,4,341349949.0,984408.0,451315.0,451315.0,,,,31311199.0,341349949.0,485353.0,340968283.0,-339342350.0,-1174618.0,-5543196.0,-513135.0,,-29328600.0,-29273270.0
china hgs real estate inc.,6500,shaanxi,4,387350617.0,,324497.0,-160953.0,0.001,25617.0,1210569.0,197276962.0,387350617.0,,-2405349.0,,-252384.0,3628654.0,8459058.0,563086.0,,190073655.0
cc neuberger principal holdings iii,6770,new york,4,404809145.0,2287152.0,1006362.0,1006362.0,,,,45851327.0,404809145.0,329465.0,405240237.0,-402500000.0,-1733875.0,-9067485.0,-801808.0,,-9081089.0,5000008.0
"landcadia holdings iv, inc.",6770,houston,4,501710747.0,1695248.0,223129.0,223129.0,0.0009,,0.0,39943333.0,501710747.0,360000.0,502953390.0,-500000000.0,-2730261.0,10900924.0,-1318142.0,,4998328.0,5000010.0
northwest biotherapeutics inc,2834,bethesda,4,28767000.0,8349000.0,3758000.0,-6225000.0,0.001,857000.0,,378609000.0,28767000.0,360708000.0,15542000.0,-1771000.0,-20040000.0,287000.0,-31977000.0,1312000.0,-1370929000.0,-349842000.0
seaport global acquisition corp,7841,new york,4,145740075.0,491364.0,277344.0,-671240.0,,,,20464734.0,145740075.0,311342.0,,,-671240.0,-3821824.0,-762614.0,,1177610.0,5000001.0
itiquira acquisition corp.,6770,new york,4,231532944.0,1521907.0,779495.0,647618.0,,,,23684686.0,231532944.0,232686.0,231753576.0,-230000000.0,-1105958.0,1704410.0,-433160.0,,1256884.0,5000008.0
"china united insurance service, inc.",6411,taipei city,4,113906195.0,96384817.0,18536725.0,9478871.0,0.0,294.0,2400404.0,51986900.0,113906195.0,46916592.0,3734048.0,-4622533.0,10180299.0,1190883.0,3151337.0,2204942.0,11431159.0,34564912.0
titan pharmaceuticals inc,2836,san francisco,4,11507000.0,10630000.0,9680000.0,,,10000.0,,2760000.0,11507000.0,2516000.0,8841000.0,-18000.0,-4556000.0,-1680000.0,-4957000.0,524000.0,-371600000.0,8747000.0
gobi acquisition corp.,6770,hong kong,4,,115323.0,0.0,0.0,,,0.0,97448.0,115323.0,,,,0.0,-7125.0,,,-7125.0,17875.0
"kulr technology group, inc.",3670,campbell,4,14382514.0,13445363.0,12159583.0,3279443.0,0.0001,10058.0,,1793304.0,14382514.0,1250960.0,7397500.0,-36492.0,-4081565.0,-3027143.0,-2887006.0,84441.0,-15988274.0,12589210.0
gobi acquisition corp.,6770,hong kong,4,3379075.0,2379025.0,1767326.0,1767326.0,,,,367995.0,3379075.0,,2796725.0,-1000050.0,-29349.0,-6795.0,,,-13920.0,3011080.0
graf acquisition corp. iv,6770,the woodlands,4,174735193.0,3120057.0,2011777.0,2011777.0,0.0001,622.0,,17369965.0,174735193.0,267837.0,174861232.0,-171615000.0,-1234455.0,-4310035.0,-298068.0,,-4345709.0,5000008.0
andover national corp,7389,miami,4,43892684.0,22887700.0,20673240.0,,,,,5127001.0,43892684.0,2580538.0,10908944.0,-3143235.0,-1395168.0,-700099.0,-1796836.0,3145230.0,-8281506.0,30479071.0
silver crest acquisition corp,6770,hong kong,4,346156864.0,1081500.0,742890.0,742890.0,,,0.0,36098703.0,346156864.0,1796203.0,346458510.0,-345000000.0,-715620.0,-10865039.0,-1999657.0,,-3471825.0,5000001.0
medtech acquisition corp,6770,new york,4,251207793.0,1167080.0,642944.0,-692054.0,,,0.0,22685347.0,251207793.0,,,,-692054.0,378866.0,-1091917.0,,-704557.0,5000006.0
atlas crest investment corp.,3721,new york,4,500770589.0,549004.0,297376.0,-628547.0,,,,46083912.0,500770589.0,7857245.0,300000.0,99226.0,-1027773.0,3252607.0,-8589862.0,,-45481339.0,-45456339.0
"alight, inc. / delaware",7389,lincolnshire,4,1036162763.0,152466.0,14551.0,-481920.0,0.0001,,40294.0,166783520.0,1036162763.0,10050365.0,1036620046.0,-1035000000.0,-481920.0,-24255480.0,-7433772.0,,-60606470.0,5000003.0
diamondhead holdings corp.,6770,new york,4,345776201.0,767328.0,414744.0,398634.0,,,,28173503.0,345776201.0,197503.0,346626578.0,-345000000.0,-1227944.0,-7156849.0,-864721.0,,-4045980.0,5000008.0
"petros pharmaceuticals, inc.",2834,washington,4,56670244.0,16234052.0,11031177.0,-6108517.0,0.0001,983.0,6700.0,37179517.0,56670244.0,34489946.0,-3762151.0,-4429.0,-2346366.0,-2112917.0,-6478199.0,54507.0,-60805980.0,19490727.0
"lucid group, inc.",3711,new york,4,2071966288.0,1675503.0,,-2592698.0,,,1962.0,1674146585.0,2071966288.0,2050791.0,1500000.0,,-4092698.0,-588819915.0,-3652018.0,,-1672185472.0,-1672180297.0
frontier investment corp,6770,grand cayman,4,109907.0,,24488.0,24488.0,,,,,109907.0,89117.0,25000.0,,-512.0,-4210.0,,,-4210.0,20790.0
mdh acquisition corp.,6770,southlake,4,276492022.0,471688.0,369236.0,344236.0,,,0.0,28410250.0,276492022.0,18750250.0,276655181.0,-276000000.0,-310945.0,-6014628.0,-869345.0,,-689596.0,5000002.0
atlas crest investment corp. ii,6770,new york,4,346256183.0,1226427.0,467750.0,142750.0,,,,17107482.0,346256183.0,187395.0,346281451.0,-345000000.0,-1138701.0,-4771262.0,-540152.0,,227717.0,5000001.0
frontier investment corp,6770,grand cayman,4,294373.0,,66811.0,66811.0,,,,,294373.0,281805.0,125134.0,,-58323.0,-8222.0,,,-12432.0,12568.0
"nrx pharmaceuticals, inc.",2834,wilmington,4,18546712.0,18533982.0,,,0.001,48604.0,0.0,35984055.0,18546712.0,35471583.0,25938728.0,-2783.0,-14408126.0,-16007973.0,-42721317.0,,-131676567.0,-17437343.0
ibere pharmaceuticals,6770,philadelphia,4,139631123.0,1626548.0,1217248.0,1041882.0,,,0.0,14427584.0,139631123.0,395934.0,139488615.0,-138000000.0,-446733.0,-405698.0,-94478.0,,-12796806.0,-12796461.0
regenerx biopharmaceuticals inc,2834,rockville,4,2110706.0,2055992.0,2025577.0,1597679.0,0.001,143447.0,0.0,3663937.0,2110706.0,632952.0,1865550.0,,-267871.0,-718325.0,-556863.0,,-109610283.0,-1553231.0
galileo acquisition corp.,3990,new york,4,139495048.0,306210.0,241416.0,,0.0001,360.0,,,139495048.0,15092610.0,500000.0,-138000000.0,-383414.0,-11284061.0,-1586799.0,,-13597922.0,-13597562.0
ibere pharmaceuticals,6770,philadelphia,4,139214708.0,1205993.0,855808.0,680442.0,,,,14123436.0,139214708.0,209136.0,139303675.0,-138000000.0,-623233.0,-112267.0,-328235.0,,-12909073.0,-12908728.0
corner growth acquisition corp. 2,6770,palo alto,4,188287387.0,3292613.0,2157531.0,2157531.0,,,,19968989.0,188287387.0,327550.0,188308449.0,-185000000.0,-1150918.0,-479947.0,-86586.0,,-490315.0,5000008.0
tuatara capital acquisition corp,6770,new york,4,201224229.0,1205866.0,,,,,,25612672.0,201224229.0,212672.0,201175328.0,-200000000.0,-571078.0,505091.0,-259886.0,,500027.0,5000007.0
twin ridge capital acquisition corp.,6770,naples,4,215713040.0,2394148.0,,,,,,18752200.0,215713040.0,158062.0,215901718.0,-213088130.0,-763387.0,4662529.0,-410221.0,,4059018.0,5000010.0
graham alternative investment fund i llc,6221,rowayton,4,29134311.0,,,,,,,640865.0,29134311.0,,-2010749.0,,2010749.0,,,,,
graham alternative investment fund ii llc,6221,rowayton,4,30035628.0,,,,,,,188308.0,30035628.0,,-739233.0,,739233.0,,,,,
forian inc.,7374,newtown,4,41302142.0,20621488.0,4763324.0,4097861.0,0.001,31199.0,0.0,6755585.0,41302142.0,6017884.0,12294355.0,-18269.0,-8248764.0,-7134196.0,-12101465.0,482234.0,-17894868.0,34546557.0
chp merger corp.,6770,summit,4,302285791.0,632308.0,,,,,0.0,31962238.0,302285791.0,532238.0,,728515.0,-776629.0,-3118687.0,-897512.0,,-4546088.0,5000003.0
sports entertainment acquisition corp.,6770,north palm beach,4,450587788.0,470653.0,,,,,0.0,92732923.0,450587788.0,3952923.0,-16480.0,,-801104.0,-32490521.0,-4734957.0,,-48786540.0,5000005.0
ross acquisition corp ii,6770,palm beach,4,346838219.0,1830321.0,,,,,,29794985.0,346838219.0,983985.0,346908996.0,-345000000.0,-100691.0,8179083.0,-245416.0,,4998811.0,5000004.0
silver spike acquisition corp ii,6770,new york,4,288908260.0,1393014.0,,,,,,26903183.0,288908260.0,162558.0,289015550.0,-287500000.0,-380006.0,-3360334.0,-740789.0,,-3365334.0,5000008.0
healthcare services acquisition corp,6770,bethesda,4,332170368.0,957068.0,0.0,,,,0.0,36467371.0,332170368.0,308111.0,,100278.0,-460694.0,2502688.0,,,233097.0,5000007.0
lefteris acquisition corp.,6770,boston,4,207852899.0,688833.0,,,,,0.0,20964772.0,207852899.0,1617356.0,-213812.0,,-445861.0,10061731.0,-1765231.0,,-2812622.0,5000007.0
jiya acquisition corp.,6770,palo alto,4,105144011.0,1614730.0,,,,,0.0,3758549.0,105144011.0,135335.0,-53485.0,,-640142.0,-910108.0,-450188.0,,-1174827.0,5000010.0
old point financial corp,6021,hampton,4,1274811000.0,,,,5.0,26028000.0,837000.0,1154883000.0,1274811000.0,,44611000.0,-25460000.0,15910000.0,4854000.0,,32419000.0,69457000.0,119928000.0
"kernel group holdings, inc.",6770,san francisco,4,306083055.0,1325778.0,,,,,,36704979.0,306083055.0,851854.0,306800052.0,-304750000.0,-1431113.0,4721218.0,-1513021.0,,4698111.0,5000006.0
quantum-si inc,3829,guilford,4,526950000.0,524093000.0,521936000.0,,,,0.0,23014000.0,526950000.0,7864000.0,516130000.0,-1229000.0,-29875000.0,-47476000.0,-43943000.0,2857000.0,-219719000.0,503936000.0
kinnate biopharma inc.,2834,san diego,4,404663000.0,258780000.0,132991000.0,-197089000.0,0.0001,4000.0,,,404663000.0,8323000.0,35487000.0,-201675000.0,-30901000.0,-38902000.0,-39050000.0,286000.0,-92231000.0,361340000.0
"strata skin sciences, inc.",3841,horsham,4,44899000.0,23462000.0,9576000.0,-1079000.0,0.001,34000.0,4000.0,19100000.0,44899000.0,17779000.0,0.0,-1466000.0,387000.0,-1336000.0,-3315000.0,5931000.0,-220309000.0,25799000.0
deep lake capital acquisition corp.,6770,incline village,4,209366231.0,2366231.0,,,,,,24382377.0,209366231.0,2131477.0,208832089.0,-207000000.0,-9991.0,-4502863.0,-874549.0,,-625528.0,5000004.0
arrowroot acquisition corp.,6770,weston,4,288964056.0,1454918.0,,,,,0.0,29664115.0,288964056.0,144115.0,289427138.0,-287500000.0,-1375364.0,-174393.0,-1397281.0,,-176117.0,5000001.0
longview acquisition corp. ii,3841,new york,4,690698387.0,665780.0,,,,,0.0,61762809.0,690698387.0,349063.0,691375612.0,-690000000.0,-1262862.0,-8026644.0,-1004178.0,,-61066147.0,-61064422.0
morgan group holding co,6200,rye,4,4227575.0,,3286849.0,,0.01,6001.0,0.0,903560.0,4227575.0,,,,-1459554.0,-1283290.0,,28284.0,-50568166.0,3324015.0
"isun, inc.",3674,williston,4,46657038.0,28650624.0,,19523663.0,0.0001,908.0,-450888.0,46176680.0,46657038.0,6809560.0,30762493.0,-4351268.0,-6887562.0,-1324425.0,-5404470.0,6145398.0,796940.0,37601281.0
gse systems inc,7372,columbia,4,40115000.0,20484000.0,3829000.0,-2873000.0,0.01,225000.0,-4000.0,27112000.0,40115000.0,25515000.0,-1256000.0,-471000.0,-1129000.0,1026000.0,-1361000.0,791000.0,-64165000.0,13003000.0
south dakota soybean processors llc,2070,volga,4,278117995.0,189968562.0,455143.0,-3195807.0,,,0.0,,278117995.0,163129307.0,50242742.0,-3708263.0,-49730286.0,7350149.0,7700696.0,65460581.0,,
zw data action technologies inc.,7370,"haidian district, beijing,",4,36948000.0,24060000.0,11752000.0,7455000.0,0.001,35000.0,-22000.0,15558000.0,36948000.0,13444000.0,17111000.0,-4361000.0,-5331000.0,-3646000.0,-10094000.0,116000.0,-43941000.0,21455000.0
kidoz inc.,7900,the valley,4,9938393.0,4521191.0,1553626.0,327581.0,,,2998.0,1680156.0,9938393.0,1572382.0,19331.0,-5580.0,313830.0,-892121.0,-575696.0,22526.0,-41340602.0,8258237.0
entera bio ltd.,2836,jerusalem,4,28939000.0,,,,,,,3624000.0,,,,,,,,,,
painreform ltd.,2834,tel aviv,4,19838000.0,19814000.0,17787000.0,,,90000.0,,833000.0,19838000.0,613000.0,5554000.0,-16000.0,-3424000.0,-3742000.0,-3699000.0,24000.0,-20223000.0,19005000.0
"porter holding international, inc.",5810,"shenzhen, guangdong",4,885416.0,396346.0,24117.0,-795.0,0.001,508110.0,0.0,3763335.0,885416.0,3558578.0,415790.0,0.0,-413060.0,68727.0,-564311.0,18454.0,-4420689.0,-2897884.0
"tectonic financial, inc.",6022,dallas,4,557422000.0,,,,0.01,66000.0,2330000.0,490622000.0,557422000.0,,38648000.0,6728000.0,-12376000.0,8015000.0,,4691000.0,27489000.0,66800000.0
fuse group holding inc.,1000,arcadia,4,2160450.0,146494.0,126866.0,,0.001,79064.0,2400.0,125276.0,2160450.0,18394.0,0.0,,-67604.0,20058.0,-56746.0,4737.0,-5979321.0,2035174.0
taitron components inc,5065,valencia,4,14906000.0,11572000.0,7028000.0,376000.0,,,2000.0,1159000.0,14906000.0,1159000.0,-420000.0,-16000.0,828000.0,590000.0,731000.0,3144000.0,2692000.0,13747000.0
clean coal technologies inc.,1311,new york,4,38586.0,4586.0,4586.0,,0.0,3831.0,,24895761.0,38586.0,24654851.0,422120.0,,-421737.0,-1673595.0,-623289.0,,-286999978.0,-24857175.0
"royale energy, inc.",1311,el cajon,4,8018063.0,4984552.0,603075.0,,,56074.0,0.0,15595976.0,8018063.0,10105491.0,-25214.0,1380582.0,-882420.0,-1595671.0,-1894400.0,2309711.0,-84281704.0,-30181399.0
"nova lifestyle, inc.",2510,commerce,4,38659282.0,35882607.0,5505149.0,-3239635.0,0.001,5609.0,13061.0,5206895.0,38659282.0,2198365.0,0.0,-1373176.0,-1614794.0,-7109064.0,-6278603.0,556947.0,-6751453.0,33452387.0
rest ez inc.,2834,sandy,4,179290.0,179290.0,11740.0,,0.001,20000.0,,,179290.0,133061.0,26.0,,-610.0,57679.0,60340.0,,2261.0,46229.0
altimeter growth corp.,6770,menlo park,4,500520059.0,505947.0,,,,,0.0,139819426.0,500520059.0,314334.0,66116.0,,-649962.0,34323181.0,-875850.0,,-96676708.0,5000003.0
gs acquisition holdings corp ii,3829,new york,4,752116416.0,1247124.0,,,,,-513567.0,99054364.0,752116416.0,72804364.0,1625000.0,,-1185824.0,-8668666.0,,,-96939822.0,-96937948.0
hyzon motors inc.,3620,menlo park,4,226671136.0,226671136.0,167284.0,,,,0.0,55748971.0,226671136.0,7084876.0,,,167284.0,-8183346.0,-2137975.0,,-31137015.0,5000005.0
elliott opportunity ii corp.,6770,west palm beach,4,17128579.0,4026813.0,4000013.0,,,,,,17128579.0,17115833.0,16190000.0,-12190000.0,13.0,-12254.0,-12267.0,,-12254.0,12746.0
tlg acquisition one corp.,6770,west palm beach,4,400720163.0,710210.0,76846.0,,,,0.0,35479784.0,400720163.0,2813114.0,401439788.0,-400000000.0,-1363442.0,32359.0,-3358785.0,,4998611.0,5000009.0
marquee raine acquisition corp.,7389,new york,4,375264188.0,1514188.0,877620.0,,,,,38892808.0,375264188.0,5303819.0,-365234.0,,-1023195.0,-2984151.0,-5819599.0,,-3448000.0,5000010.0
primavera capital acquisition corp.,6770,hong kong,4,415110166.0,1099449.0,840920.0,,,,0.0,46771106.0,415110166.0,294207.0,415669012.0,-414000000.0,-828192.0,-6319149.0,154565.0,,-1320818.0,5000010.0
catcha investment corp,6770,kuala lumpur,4,301329566.0,1296776.0,1126787.0,1126787.0,,,,25778243.0,301329566.0,47693.0,301550171.0,-300000000.0,-423384.0,4933838.0,-238990.0,,-4928094.0,5000003.0
slam corp.,6770,new york,4,578812918.0,3800914.0,1111089.0,,,,0.0,56133021.0,578812918.0,989691.0,579654639.0,-575000000.0,-3543550.0,16022978.0,,,4997995.0,5000007.0
"berkshire grey, inc.",3569,bedford,4,288027851.0,489237.0,123871.0,,,,0.0,43219242.0,288027851.0,3553408.0,500000.0,,-1156421.0,-1552116.0,-4485844.0,,-42716487.0,-42691391.0
galectin therapeutics inc,2834,norcross,4,33405000.0,33334000.0,31598000.0,,0.001,59000.0,,16289000.0,33405000.0,6054000.0,16815000.0,,-12359000.0,-8449000.0,-14510000.0,,-254850000.0,15393000.0
"origin materials, inc.",2860,west sacramento,4,520364000.0,471268000.0,470312000.0,469003000.0,0.0001,13000.0,,248875000.0,520364000.0,1827000.0,478559000.0,-2703000.0,-6675000.0,8960000.0,,48854000.0,-89928000.0,271489000.0
live oak mobility acquisition corp.,6770,memphis,4,255213006.0,2204826.0,1788752.0,,,,,25519726.0,255213006.0,389776.0,255642788.0,-253000000.0,-854036.0,-3507808.0,-724490.0,,-3507808.0,5000010.0
mills music trust,6794,new york,4,,,,,,,0.0,,,,,,,,,,,
golden falcon acquisition corp.,6770,newark,4,346127900.0,1043725.0,698254.0,,,,0.0,37196163.0,346127900.0,,,,-292616.0,11929157.0,-1220648.0,,1268044.0,5000007.0
